taskName,program,nlDescription
8efcae92.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles (remove_color $0 blue))) false) yellow) true)),make the grid the same size as the shape and the two colors are just like in the shape.
9172f3a0.json,(lambda (to_min_grid (grow (grid_to_block $0) 2) false)),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (grow (grid_to_block $0) 2) true)),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (grow (grid_to_block $0) 2) (negate_boolean false))),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (grow (grid_to_block $0) 2) (negate_boolean true))),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (box_block (grow (grid_to_block $0) 2)) false)),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (box_block (grow (grid_to_block $0) 2)) true)),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (grow (box_block (grid_to_block $0)) 2) false)),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (grow (box_block (grid_to_block $0)) 2) true)),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (grow (grid_to_block $0) 2) (is_tile (grid_to_block $0)))),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (grow (grid_to_block $0) 2) (touches_any_boundary (grid_to_block $0)))),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (grow (remove_black_b (grid_to_block $0)) 2) true)),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (remove_black_b (grow (grid_to_block $0) 2)) true)),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (grow (remove_black_b (grid_to_block $0)) 2) false)),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (remove_black_b (grow (grid_to_block $0) 2)) false)),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (grow (filter_block_tiles (grid_to_block $0) (lambda true)) 2) true)),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (filter_block_tiles (grow (grid_to_block $0) 2) (lambda true)) true)),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (grow (filter_block_tiles (grid_to_block $0) (lambda true)) 2) false)),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (grow (merge_blocks (find_same_color_blocks $0 false false) false) 2) false)),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9172f3a0.json,(lambda (to_min_grid (grow (merge_blocks (find_same_color_blocks $0 false false) true) 2) false)),"copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output. use the same colors in the same position."
9565186b.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (find_blocks_by_inferred_b $0 true false) true) grey) true)),keep the color with the most squares and everything else should be gray.
9565186b.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) true) grey) true)),keep the color with the most squares and everything else should be gray.
9565186b.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (find_blocks_by_inferred_b $0 true false) false) grey) true)),keep the color with the most squares and everything else should be gray.
9565186b.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) grey) true)),keep the color with the most squares and everything else should be gray.
9565186b.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) grey) (lambda true)) true)),keep the color with the most squares and everything else should be gray.
9565186b.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) grey) (negate_boolean false))),keep the color with the most squares and everything else should be gray.
9565186b.json,(lambda (to_original_grid_overlay (fill_color (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) blue) grey) true)),keep the color with the most squares and everything else should be gray.
9565186b.json,(lambda (to_original_grid_overlay (fill_color (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) teal) grey) true)),keep the color with the most squares and everything else should be gray.
9565186b.json,(lambda (to_original_grid_overlay (fill_color (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) grey) grey) true)),keep the color with the most squares and everything else should be gray.
9565186b.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_blocks_by_inferred_b $0 true false) false) grey) (lambda (is_exterior $0 true))) true)),keep the color with the most squares and everything else should be gray.
9565186b.json,(lambda (to_original_grid_overlay (fill_color (fill_color (merge_blocks (find_blocks_by_inferred_b $0 true false) true) blue) grey) true)),keep the color with the most squares and everything else should be gray.
9565186b.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_blocks_by_inferred_b $0 true false) false) grey) (lambda true)) true)),keep the color with the most squares and everything else should be gray.
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical $0 $1 green lxor))))),"compare the squares in the top and bottom 4x4 square. If they match (both black or both color) make the output square black. If they do not match, make the output square green."
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical $1 $0 green lxor))))),"compare the squares in the top and bottom 4x4 square. If they match (both black or both color) make the output square black. If they do not match, make the output square green."
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 (negate_boolean false)) (lambda (lambda (color_logical $0 $1 green lxor))))),"compare the squares in the top and bottom 4x4 square. If they match (both black or both color) make the output square black. If they do not match, make the output square green."
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 (negate_boolean false)) (lambda (lambda (color_logical $1 $0 green lxor))))),"compare the squares in the top and bottom 4x4 square. If they match (both black or both color) make the output square black. If they do not match, make the output square green."
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 (touches_any_boundary (grid_to_block $0))) (lambda (lambda (color_logical $0 $1 green lxor))))),"compare the squares in the top and bottom 4x4 square. If they match (both black or both color) make the output square black. If they do not match, make the output square green."
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 (touches_any_boundary (grid_to_block $0))) (lambda (lambda (color_logical $1 $0 green lxor))))),"compare the squares in the top and bottom 4x4 square. If they match (both black or both color) make the output square black. If they do not match, make the output square green."
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical $0 (color_logical $1 $1 green lor) green lxor))))),"compare the squares in the top and bottom 4x4 square. If they match (both black or both color) make the output square black. If they do not match, make the output square green."
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical $1 (color_logical $0 $0 green lor) green lxor))))),"compare the squares in the top and bottom 4x4 square. If they match (both black or both color) make the output square black. If they do not match, make the output square green."
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 (touches_any_boundary (move (grid_to_block $0) 1 south false))) (lambda (lambda (color_logical $0 $1 green lxor))))),"compare the squares in the top and bottom 4x4 square. If they match (both black or both color) make the output square black. If they do not match, make the output square green."
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 (touches_any_boundary (move (grid_to_block $0) 1 south false))) (lambda (lambda (color_logical $1 $0 green lxor))))),"compare the squares in the top and bottom 4x4 square. If they match (both black or both color) make the output square black. If they do not match, make the output square green."
9ecd008a.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (grid_to_block $0) false)) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) false)),fill the black spots with the exact same pattern that need to be filled in the original grid.
9ecd008a.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (grid_to_block $0) false)) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),fill the black spots with the exact same pattern that need to be filled in the original grid.
9ecd008a.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) false) true)) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),fill the black spots with the exact same pattern that need to be filled in the original grid.
9ecd008a.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) true) false)) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) false)),fill the black spots with the exact same pattern that need to be filled in the original grid.
9ecd008a.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) true) false)) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),fill the black spots with the exact same pattern that need to be filled in the original grid.
a416b8f3.json,(lambda (to_min_grid (duplicate (grid_to_block $0) east 1) false)),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (duplicate (grid_to_block $0) east 1) true)),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (duplicate (grid_to_block $0) west 1) false)),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (duplicate (grid_to_block $0) west 1) true)),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (duplicate (grid_to_block $0) east 1) (negate_boolean false))),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (duplicate (grid_to_block $0) east 1) (negate_boolean true))),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (duplicate (grid_to_block $0) west 1) (negate_boolean false))),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (duplicate (grid_to_block $0) west 1) (negate_boolean true))),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (duplicate (box_block (grid_to_block $0)) west 1) false)),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (duplicate (box_block (grid_to_block $0)) west 1) true)),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (duplicate (filter_block_tiles (grid_to_block $0) (lambda true)) east 1) true)),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (filter_block_tiles (duplicate (grid_to_block $0) east 1) (lambda true)) true)),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (move (grid_to_block $0) (get_width (grid_to_block $0)) east true) true)),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (duplicate (filter_block_tiles (grid_to_block $0) (lambda true)) east 1) false)),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (filter_block_tiles (duplicate (grid_to_block $0) east 1) (lambda true)) false)),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (box_block (duplicate (grid_to_block $0) east 1)) false)),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (duplicate (box_block (grid_to_block $0)) east 1) false)),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (move (grid_to_block $0) (get_width (grid_to_block $0)) east true) false)),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a416b8f3.json,(lambda (to_min_grid (duplicate (box_block (grid_to_block $0)) east 1) true)),place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.
a5313dff.json,(lambda (blocks_to_original_grid (map_blocks (filter_blocks (find_blocks_by_color $0 black false false) (lambda (negate_boolean (touches_any_boundary $0)))) (lambda (fill_color $0 blue))) true true)),changed the grid and the color.
a740d043.json,(lambda (to_min_grid (remove_color (grid_to_block $0) blue) false)),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 false false) false false)),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 false false) false true)),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 true false) false false)),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 true false) false true)),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (to_min_grid (remove_color (grid_to_block $0) blue) (negate_boolean true))),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (to_min_grid (remove_black_b (remove_color (grid_to_block $0) blue)) false)),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (to_min_grid (remove_color (box_block (grid_to_block $0)) blue) false)),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (to_min_grid (remove_color (grid_to_block $0) blue) (is_tile (grid_to_block $0)))),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (to_min_grid (remove_color (remove_black_b (grid_to_block $0)) blue) false)),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (to_min_grid (merge_blocks (find_blocks_by_inferred_b $0 true false) true) false)),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (to_min_grid (merge_blocks (find_blocks_by_inferred_b $0 false false) true) false)),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (to_min_grid (merge_blocks (find_blocks_by_inferred_b $0 true false) false) false)),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (to_min_grid (merge_blocks (find_blocks_by_inferred_b $0 false false) false) false)),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 (negate_boolean false) false) false false)),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 false false) false (negate_boolean false))),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 (negate_boolean true) false) false false)),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 false (negate_boolean true)) false false)),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 false false) false (negate_boolean true))),"make the pattern and if there is any more on the sides or any blue, fill in with black."
a79310a0.json,(lambda (to_original_grid_overlay (move (replace_color (grid_to_block $0) teal red) 1 south false) false)),Move colored square one line down and change to red.
a79310a0.json,(lambda (to_original_grid_overlay (move (fill_snakewise (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda 1) true) (make_colorpair red red)) 1 south false) false)),Move colored square one line down and change to red.
a79310a0.json,(lambda (to_original_grid_overlay (move (replace_color (remove_black_b (grid_to_block $0)) teal red) 1 south false) false)),Move colored square one line down and change to red.
a79310a0.json,(lambda (to_original_grid_overlay (move (replace_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 1) red) 1 south false) false)),Move colored square one line down and change to red.
a79310a0.json,(lambda (to_original_grid_overlay (move (replace_color (grid_to_block $0) teal red) 1 south (negate_boolean true)) false)),Move colored square one line down and change to red.
a79310a0.json,(lambda (to_original_grid_overlay (move (box_block (replace_color (grid_to_block $0) teal red)) 1 south false) false)),Move colored square one line down and change to red.
a79310a0.json,(lambda (to_original_grid_overlay (move (replace_color (duplicate (grid_to_block $0) east 1) teal red) 1 south false) false)),Move colored square one line down and change to red.
a79310a0.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (move (replace_color (grid_to_block $0) teal red) 1 south false)) (lambda (is_exterior $0 true))) false)),Move colored square one line down and change to red.
a79310a0.json,(lambda (to_original_grid_overlay (move (replace_color (singleton_block (filter_blocks (find_same_color_blocks $0 true true) (lambda (is_symmetrical $0 false)))) teal red) 1 south false) false)),Move colored square one line down and change to red.
a79310a0.json,(lambda (to_original_grid_overlay (move (replace_color (singleton_block (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false)))) teal red) 1 south false) false)),Move colored square one line down and change to red.
a79310a0.json,(lambda (to_original_grid_overlay (fill_color (remove_black_b (move (grid_to_block $0) 1 south false)) red) false)),Move colored square one line down and change to red.
a79310a0.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (move (grid_to_block $0) 1 south false)) red) (lambda (is_exterior $0 false))) false)),Move colored square one line down and change to red.
a79310a0.json,(lambda (to_original_grid_overlay (fill_color (remove_black_b (move (reflect (reflect (grid_to_block $0) false) false) 1 south false)) red) false)),Move colored square one line down and change to red.
a79310a0.json,(lambda (to_original_grid_overlay (fill_color (remove_black_b (move (reflect (reflect (grid_to_block $0) true) true) 1 south false)) red) false)),Move colored square one line down and change to red.
a79310a0.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (wrap_block (remove_black_b (move (grid_to_block $0) 1 south false)) invisible true) red) (lambda (is_interior $0 true))) false)),Move colored square one line down and change to red.
a87f7484.json,(lambda (to_min_grid (remove_black_b (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) false)) true)),find the color with the most spaces colored and put that pattern into the 3x3.
a87f7484.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles (remove_black_b $0))) false) true)),find the color with the most spaces colored and put that pattern into the 3x3.
a87f7484.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles (remove_black_b $0))) false) true)),find the color with the most spaces colored and put that pattern into the 3x3.
a87f7484.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles (remove_black_b $0))) false) false)),find the color with the most spaces colored and put that pattern into the 3x3.
a87f7484.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles (remove_black_b $0))) false) false)),find the color with the most spaces colored and put that pattern into the 3x3.
a87f7484.json,(lambda (to_min_grid (first_of_sorted_object_list (filter_blocks (find_same_color_blocks $0 true false) (lambda true)) (lambda (get_num_tiles $0)) false) true)),find the color with the most spaces colored and put that pattern into the 3x3.
a87f7484.json,(lambda (to_min_grid (first_of_sorted_object_list (map_blocks (find_same_color_blocks $0 true false) (lambda $0)) (lambda (get_num_tiles $0)) false) true)),find the color with the most spaces colored and put that pattern into the 3x3.
a87f7484.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) false) blue) false)),find the color with the most spaces colored and put that pattern into the 3x3.
aabf363d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) (nth_primary_color (grid_to_block $0) 2)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) false)),change the pattern to match the one colored square at the bottom and fill in the one square at the bottom to black.
aabf363d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) (nth_primary_color (singleton_block (tiles_to_blocks (find_tiles_by_black_b $0))) 0)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) false)),change the pattern to match the one colored square at the bottom and fill in the one square at the bottom to black.
aabf363d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) (nth_primary_color (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) false) 0)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) false)),change the pattern to match the one colored square at the bottom and fill in the one square at the bottom to black.
aabf363d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) (nth_primary_color (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) true) 0)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) false)),change the pattern to match the one colored square at the bottom and fill in the one square at the bottom to black.
aabf363d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) (nth_primary_color (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles $0)) true) 0)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) false)),change the pattern to match the one colored square at the bottom and fill in the one square at the bottom to black.
aabf363d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (grid_to_block $0) false) false)) (nth_primary_color (grid_to_block $0) 2)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) false)),change the pattern to match the one colored square at the bottom and fill in the one square at the bottom to black.
aabf363d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (grid_to_block $0) true) true)) (nth_primary_color (grid_to_block $0) 2)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) false)),change the pattern to match the one colored square at the bottom and fill in the one square at the bottom to black.
ae4f1146.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 blue true false) (lambda (get_num_tiles $0)) false) true)),copy the 3x3 square from the input grid that has the most blue pixels.
ae4f1146.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 blue true (negate_boolean true)) (lambda (get_num_tiles $0)) false) true)),copy the 3x3 square from the input grid that has the most blue pixels.
ae4f1146.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 blue (negate_boolean false) false) (lambda (get_num_tiles $0)) false) true)),copy the 3x3 square from the input grid that has the most blue pixels.
ae4f1146.json,(lambda (to_min_grid (box_block (first_of_sorted_object_list (find_blocks_by_color $0 blue true false) (lambda (get_num_tiles $0)) false)) false)),copy the 3x3 square from the input grid that has the most blue pixels.
ae4f1146.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 blue true (is_tile (grid_to_block $0))) (lambda (get_num_tiles $0)) false) true)),copy the 3x3 square from the input grid that has the most blue pixels.
ae4f1146.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_blocks_by_color $0 blue true false) (lambda (get_num_tiles $0)) false) yellow) true)),copy the 3x3 square from the input grid that has the most blue pixels.
ae4f1146.json,(lambda (to_min_grid (filter_block_tiles (first_of_sorted_object_list (find_blocks_by_color $0 blue true false) (lambda (get_num_tiles $0)) false) (lambda (is_exterior $0 true))) true)),copy the 3x3 square from the input grid that has the most blue pixels.
ae4f1146.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_blocks_by_color $0 blue true false) (lambda (get_num_tiles $0)) false) (nth_primary_color (grid_to_block $0) 1)) true)),copy the 3x3 square from the input grid that has the most blue pixels.
ae4f1146.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 blue true (is_tile (grow (remove_black_b (grid_to_block $0)) 1))) (lambda (get_num_tiles $0)) false) true)),copy the 3x3 square from the input grid that has the most blue pixels.
ae4f1146.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 blue true (is_symmetrical (duplicate (grid_to_block $0) east 1) false)) (lambda (get_num_tiles $0)) false) true)),copy the 3x3 square from the input grid that has the most blue pixels.
ae4f1146.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_inferred_b $0 false false) (lambda (get_num_tiles (remove_color $0 blue))) true) false)),copy the 3x3 square from the input grid that has the most blue pixels.
aedd82e4.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) false) blue) true)),color smaller shapes dark blue.
aedd82e4.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) true) blue) true)),color smaller shapes dark blue.
aedd82e4.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (tile_to_block $0) blue))) true false)),color smaller shapes dark blue.
aedd82e4.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (tile_to_block $0) blue))) true true)),color smaller shapes dark blue.
aedd82e4.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (tile_to_block (get_block_center (tile_to_block $0))) blue))) true true)),color smaller shapes dark blue.
aedd82e4.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (fill_color (tile_to_block $0) blue) blue))) true false)),color smaller shapes dark blue.
aedd82e4.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (fill_color (tile_to_block $0) blue) blue))) true true)),color smaller shapes dark blue.
aedd82e4.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (tile_to_block $0) (nth_primary_color (grid_to_block $1) 2)))) true false)),color smaller shapes dark blue.
aedd82e4.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (tile_to_block $0) (nth_primary_color (grid_to_block $1) 2)))) true true)),color smaller shapes dark blue.
aedd82e4.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (fill_color (tile_to_block $0) (nth_primary_color (grid_to_block $1) 0)) blue))) true false)),color smaller shapes dark blue.
