,program,DSL,generation,frontierEntryRank,isHandWritten,nl_0,nl_1,nl_2,nl_3,nl_4,nl_5
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible false) false)),rich,0,2,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible false) true)),rich,0,3,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) black false) (negate_boolean false))),rich,0,4,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) black false) (negate_boolean true))),rich,0,5,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible (negate_boolean true)) false)),rich,0,6,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible (negate_boolean true)) true)),rich,0,7,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible false) (negate_boolean false))),rich,0,8,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) invisible false) (negate_boolean true))),rich,0,9,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (remove_black_b (wrap_block (grid_to_block $0) invisible false)) true)),rich,1,4,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (remove_black_b (wrap_block (grid_to_block $0) invisible false)) false)),rich,1,5,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (remove_black_b (wrap_block (grid_to_block $0) black false)) true)),rich,1,6,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (remove_black_b (wrap_block (grid_to_block $0) black false)) false)),rich,1,7,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (wrap_block (filter_block_tiles (grid_to_block $0) (lambda true)) invisible false) true)),rich,1,9,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (filter_block_tiles (wrap_block (grid_to_block $0) invisible false) (lambda true)) false)),rich,3,4,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (wrap_block (filter_block_tiles (grid_to_block $0) (lambda true)) invisible false) false)),rich,3,5,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (filter_block_tiles (wrap_block (grid_to_block $0) black false) (lambda true)) false)),rich,3,6,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (wrap_block (filter_block_tiles (grid_to_block $0) (lambda true)) black false) false)),rich,3,7,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (wrap_block (merge_blocks (find_same_color_blocks $0 true true) false) invisible false) false)),rich,3,8,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (wrap_block (merge_blocks (find_same_color_blocks $0 true true) false) black false) false)),rich,3,9,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (box_block (wrap_block (grid_to_block $0) black false)) false)),rich,generation,entry,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (box_block (wrap_block (grid_to_block $0) invisible false)) false)),rich,generation,entry,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) black (negate_boolean true)) false)),trimmed,1,4,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (to_min_grid (wrap_block (grid_to_block $0) black (negate_boolean true)) true)),trimmed,1,5,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (#(lambda (to_min_grid $0 true)) (wrap_block (grid_to_block $0) invisible false))),trimmed,generation,entry,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
49d1d64f.json,(lambda (#(lambda (to_min_grid $0 true)) (wrap_block (grid_to_block $0) black false))),trimmed,generation,entry,False,make input pattern as center for output and color s should be same the adjacent color s are also same all four corner color s should be black,use the color from the input corner to make 4 by 4 block s of the same color s in the corresponding corner of the output use color s in the middle outside block s of the input grid to create 1 by 2 or 2 by 1 block s in the corresponding middle outside space in the output black out each corner block of the output grid if the output is not even in it s number of block s in height and width black out the center of the grid,,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_interior $0 true))) false)),rich,0,0,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_interior $0 true))) true)),rich,0,1,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (grid_to_block $0) false)) (lambda (is_interior $0 true))) false)),rich,0,2,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (grid_to_block $0) true)) (lambda (is_interior $0 true))) false)),rich,0,3,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (remove_black_b (grid_to_block $0)) false)) (lambda (is_interior $0 true))) false)),rich,0,4,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (remove_black_b (grid_to_block $0)) true)) (lambda (is_interior $0 true))) false)),rich,0,5,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) false) false)) (lambda (is_interior $0 true))) false)),rich,0,6,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) false) true)) (lambda (is_interior $0 true))) false)),rich,0,7,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) true) false)) (lambda (is_interior $0 true))) false)),rich,0,8,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) true) true)) (lambda (is_interior $0 true))) false)),rich,0,9,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (remove_black_b (grid_to_block $0))) (lambda (is_interior $0 true))) true)),rich,1,2,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (remove_black_b (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_interior $0 true)))) true)),rich,1,3,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (remove_black_b (grid_to_block $0))) (lambda (is_interior $0 true))) false)),rich,1,4,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (remove_black_b (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_interior $0 true)))) false)),rich,1,5,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (grid_to_block $0) true)) (lambda (is_interior $0 true))) true)),rich,1,6,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (grid_to_block $0) false)) (lambda (is_interior $0 true))) true)),rich,1,7,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (#(lambda (remove_black_b (grid_to_block $0))) $0) (lambda (is_interior $0 true))) false)),rich,2,0,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (#(lambda (remove_black_b (grid_to_block $0))) $0) (lambda (is_interior $0 true))) true)),rich,2,1,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (#(lambda (remove_black_b (grid_to_block $0))) $0)) (lambda (is_interior $0 true))) false)),rich,2,2,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (remove_black_b (filter_block_tiles (#(lambda (remove_black_b (grid_to_block $0))) $0) (lambda (is_interior $0 true)))) false)),rich,2,3,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (#(lambda (remove_black_b (grid_to_block $0))) $0)) (lambda (is_interior $0 true))) true)),rich,2,4,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (remove_black_b (filter_block_tiles (#(lambda (remove_black_b (grid_to_block $0))) $0) (lambda (is_interior $0 true)))) true)),rich,2,5,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (#(lambda (remove_black_b (grid_to_block $0))) $0) (lambda (is_interior $0 (is_interior $0 false)))) false)),rich,3,2,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (#(lambda (remove_black_b (grid_to_block $0))) $0) (lambda (is_interior $0 (is_interior $0 false)))) true)),rich,3,3,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (reflect (#(lambda (remove_black_b (grid_to_block $0))) $0) false) (lambda (is_interior $0 true))) false)),rich,3,4,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (reflect (filter_block_tiles (#(lambda (remove_black_b (grid_to_block $0))) $0) (lambda (is_interior $0 true))) false) false)),rich,3,5,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (filter_block_tiles (#(lambda (remove_black_b (grid_to_block $0))) $0) (lambda (is_interior $0 true))) (lambda true)) false)),rich,3,6,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (filter_block_tiles (#(lambda (remove_black_b (grid_to_block $0))) $0) (lambda true)) (lambda (is_interior $0 true))) false)),rich,3,7,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (merge_blocks (find_same_color_blocks $0 false false) false) (lambda (is_interior $0 true))) false)),rich,3,8,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (#(lambda (remove_black_b (grid_to_block $0))) $0) (lambda (is_interior $0 (is_exterior $0 true)))) false)),rich,3,9,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda 1) (has_color (grid_to_block $0) teal)) true)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (#(lambda (lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_black_b $0 false false) $1 false) true))) (lambda (get_num_tiles (remove_color (wrap_block (grid_to_block $1) blue false) (nth_primary_color $0 2)))) $0)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 false false) (lambda 1) (has_color (remove_color (grid_to_block $0) blue) teal)) true)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda 1) (has_color (remove_color (grid_to_block $0) blue) teal)) true)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 false false) (lambda 1) (has_color (move (grid_to_block $0) 1 south false) teal)) true)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda 1) (has_color (move (grid_to_block $0) 1 south false) teal)) true)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 (nth_primary_color (box_block (remove_black_b (grow (grid_to_block $0) 1))) 2) false false) (lambda 1) true) true)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 (nth_primary_color (box_block (remove_black_b (grow (grid_to_block $0) 1))) 2) false false) (lambda (get_num_tiles $0)) true) true)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 false false) (lambda (get_num_tiles (remove_color (box_block (duplicate $0 north_east 3)) blue))) true) true)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles (remove_color (box_block (duplicate $0 north_east 3)) blue))) true) true)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (#(lambda (lambda (lambda (lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $3 $0 false) $1 $2)))))) $0 (has_color (grid_to_block $0) teal) (lambda 1) true true)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (#(lambda (lambda (lambda (lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $3 $0 false) $1 $2)))))) $0 (has_color (remove_color (grid_to_block $0) blue) teal) (lambda 1) false true)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (#(lambda (lambda (lambda (lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $3 $0 false) $1 $2)))))) $0 (has_color (remove_color (grid_to_block $0) blue) teal) (lambda 1) true true)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (#(lambda (lambda (lambda (lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $3 $0 false) $1 $2)))))) $0 (has_color (move (grid_to_block $0) 1 south false) teal) (lambda 1) false true)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (#(lambda (lambda (lambda (lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $3 $0 false) $1 $2)))))) $0 (has_color (move (grid_to_block $0) 1 south false) teal) (lambda 1) true true)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (#(lambda (lambda (lambda (lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $3 $0 false) $1 $2)))))) $0 true (lambda (get_num_tiles (remove_color (box_block (duplicate $0 north_east 3)) blue))) false true)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (#(lambda (lambda (lambda (lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $3 $0 false) $1 $2)))))) $0 true (lambda (get_num_tiles (remove_color (box_block (duplicate $0 north_east 3)) blue))) true true)),rich,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (move (grid_to_block $0) 1 south false)) (lambda (is_interior $0 true))) false)),trimmed,1,6,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (move (grid_to_block $0) 1 south false)) (lambda (is_interior $0 true))) true)),trimmed,1,7,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (move (grid_to_block $0) 3 south false)) (lambda (is_interior $0 true))) false)),trimmed,1,8,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (move (grid_to_block $0) 3 south false)) (lambda (is_interior $0 true))) true)),trimmed,1,9,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (#(lambda (to_min_grid $0 true)) (#(lambda (filter_block_tiles (#(lambda (remove_black_b (grid_to_block $0))) $0) (lambda (is_interior $0 true)))) $0))),trimmed,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
d9fac9be.json,(lambda (to_min_grid (#(lambda (filter_block_tiles (#(lambda (remove_black_b (grid_to_block $0))) $0) (lambda (is_interior $0 true)))) $0) false)),trimmed,generation,entry,False,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the different colored center block from the input grid and make it the only colored block,zoom into the light blue center block,,,
